TALHAO;AREA_TALHAO;ESPAC;PARCELA;AREA_PARCELA;COVA;DAP;HT;OBS;hd_not;ht_est_not;AS;IDADE;vcc_est_not;vsc_est_not
2;45;3x3;3;810;77;14;NA;N;20,7;21,06171874;0,015393804;63,1;0,159436309;0,139794192
2;45;3x3;3;810;78;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
2;45;3x3;3;810;79;11,5;NA;N;20,7;19,30951601;0,010386891;63,1;0,101195236;0,088118904
2;45;3x3;3;810;80;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
2;45;3x3;3;810;81;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
2;45;3x3;3;810;82;14;NA;N;20,7;21,06171874;0,015393804;63,1;0,159436309;0,139794192
2;45;3x3;3;810;83;13,5;21,2;D;20,7;21,2;0,014313882;63,1;0,149515549;0,130823651
2;45;3x3;3;810;84;14;NA;N;20,7;21,06171874;0,015393804;63,1;0,159436309;0,139794192
2;45;3x3;3;810;85;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
2;45;3x3;3;810;86;12,5;20,2;D;20,7;20,2;0,012271846;63,1;0,123592093;0,107904809
2;45;3x3;3;810;87;14,5;NA;N;20,7;21,3539079;0,016512996;63,1;0,172644642;0,151570748
2;45;3x3;3;810;88;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
2;45;3x3;3;810;89;15;NA;N;20,7;21,63027385;0,017671459;63,1;0,186369694;0,163827173
2;45;3x3;3;810;90;13;NA;N;20,7;20,4242386;0,013273229;63,1;0,134575386;0,117681808
4;51;3x3;4;810;1;13;19,2;N;19,98;19,2;0,013273229;63,1;0,123053437;0,106973671
4;51;3x3;4;810;2;11;18,2;N;19,98;18,2;0,009503318;63,1;0,08668125;0,0750972
4;51;3x3;4;810;3;12,5;18,6;N;19,98;18,6;0,012271846;63,1;0,111052475;0,09642689
4;51;3x3;4;810;4;12,5;18,8;N;19,98;18,8;0,012271846;63,1;0,112319377;0,097547555
4;51;3x3;4;810;5;13;19;N;19,98;19;0,013273229;63,1;0,121694366;0,105770307
4;51;3x3;4;810;6;13;19,4;N;19,98;19,4;0,013273229;63,1;0,124413365;0,108178043
4;51;3x3;4;810;7;10,5;16,8;N;19,98;16,8;0,008659015;63,1;0,073373999;0,06342614
4;51;3x3;4;810;8;12;19,1;N;19,98;19,1;0,011309734;63,1;0,106312185;0,092306014
4;51;3x3;4;810;9;13;19;N;19,98;19;0,013273229;63,1;0,121694366;0,105770307
4;51;3x3;4;810;10;12;19;N;19,98;19;0,011309734;63,1;0,105721933;0,091784004
4;51;3x3;4;810;11;13;17,9;N;19,98;17,9;0,013273229;63,1;0,114235212;0,099170268
4;51;3x3;4;810;12;13;18,2;N;19,98;18,2;0,013273229;63,1;0,116266842;0,100967129
4;51;3x3;4;810;13;12;18,2;N;19,98;18,2;0,011309734;63,1;0,101006773;0,087615963
4;51;3x3;4;810;14;11;18;N;19,98;18;0,009503318;63,1;0,08567131;0,074206023
4;51;3x3;4;810;15;11,5;18;N;19,98;18;0,010386891;63,1;0,092633978;0,080287319
4;51;3x3;4;810;16;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;17;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;18;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;19;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;20;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;21;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;22;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;23;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;24;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;25;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;26;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;27;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;28;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;29;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;30;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;31;10,5;NA;N;19,98;17,90933138;0,008659015;63,1;0,078522752;0,067962655
4;51;3x3;4;810;32;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;33;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;34;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;35;9,5;NA;N;19,98;17,1526578;0,007088218;63,1;0,062908091;0,05432459
4;51;3x3;4;810;36;10;NA;N;19,98;17,54583725;0,007853982;63,1;0,070518583;0,060968135
4;51;3x3;4;810;37;10;NA;N;19,98;17,54583725;0,007853982;63,1;0,070518583;0,060968135
4;51;3x3;4;810;38;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;39;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;40;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;41;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;42;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;43;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;44;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;45;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;46;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;47;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;48;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;49;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;50;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;51;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;52;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;53;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;54;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;55;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;56;13,5;NA;N;19,98;19,61816469;0,014313882;63,1;0,134533175;0,117065556
4;51;3x3;4;810;57;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;58;11;NA;N;19,98;18,2463112;0,009503318;63,1;0,086915204;0,075303669
4;51;3x3;4;810;59;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;60;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;61;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;62;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;63;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;64;13,5;NA;N;19,98;19,61816469;0,014313882;63,1;0,134533175;0,117065556
4;51;3x3;4;810;65;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;66;13;20,6;D;19,98;20,6;0,013273229;63,1;0,132590508;0,115424918
4;51;3x3;4;810;67;13;20,2;D;19,98;20,2;0,013273229;63,1;0,1298615;0,113005421
4;51;3x3;4;810;68;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;69;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;70;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;71;13,5;20,8;D;19,98;20,8;0,014313882;63,1;0,143144354;0,124702732
4;51;3x3;4;810;72;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;73;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;74;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;75;13;19,3;D;19,98;19,3;0,013273229;63,1;0,123733294;0,107575732
4;51;3x3;4;810;76;13;19;D;19,98;19;0,013273229;63,1;0,121694366;0,105770307
4;51;3x3;4;810;77;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;78;11,5;NA;N;19,98;18,55952293;0,010386891;63,1;0,095690853;0,082986943
4;51;3x3;4;810;79;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;80;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;81;12;NA;N;19,98;18,85135457;0,011309734;63,1;0,104844898;0,091008468
4;51;3x3;4;810;82;12,5;NA;N;19,98;19,12389079;0,012271846;63,1;0,114372798;0,09936445
4;51;3x3;4;810;83;10;NA;N;19,98;17,54583725;0,007853982;63,1;0,070518583;0,060968135
4;51;3x3;4;810;84;15;NA;N;19,98;20,25401033;0,017671459;63,1;0,167476908;0,146041141
4;51;3x3;4;810;85;13;NA;N;19,98;19,37895852;0,013273229;63,1;0,124270251;0,108051287
4;51;3x3;4;810;86;13,5;NA;N;19,98;19,61816469;0,014313882;63,1;0,134533175;0,117065556
4;51;3x3;4;810;87;15,5;NA;N;19,98;20,44244155;0,018869191;63,1;0,179164726;0,156334044
4;51;3x3;4;810;88;14;NA;N;19,98;19,84292777;0,015393804;63,1;0,145157692;0,126404001
4;51;3x3;4;810;89;13,5;NA;N;19,98;19,61816469;0,014313882;63,1;0,134533175;0,117065556
4;51;3x3;4;810;90;15;NA;N;19,98;20,25401033;0,017671459;63,1;0,167476908;0,146041141
4;51;3x3;5;810;1;12,5;18,5;N;19,6;18,5;0,012271846;63,1;0,110419332;0,095866919
4;51;3x3;5;810;2;12;17,6;N;19,6;17,6;0,011309734;63,1;0,09747861;0,084499549
4;51;3x3;5;810;3;14;20,4;N;19,6;20,4;0,015393804;63,1;0,149483517;0,130242185
4;51;3x3;5;810;4;12,5;17,9;N;19,6;17,9;0,012271846;63,1;0,106624871;0,092512249
4;51;3x3;5;810;5;12;17,5;N;19,6;17,5;0,011309734;63,1;0,096891285;0,083980969
4;51;3x3;5;810;6;12;18;N;19,6;18;0,011309734;63,1;0,099829923;0,086576227
4;51;3x3;5;810;7;12,5;17,7;N;19,6;17,7;0,012271846;63,1;0,10536175;0,091396017
4;51;3x3;5;810;8;10,5;16,8;N;19,6;16,8;0,008659015;63,1;0,073373999;0,06342614
4;51;3x3;5;810;9;11;17,5;N;19,6;17,5;0,009503318;63,1;0,083149451;0,071981581
4;51;3x3;5;810;10;13,5;19;N;19,6;19;0,014313882;63,1;0,130041451;0,113085465
4;51;3x3;5;810;11;12;18,9;N;19,6;18,9;0,011309734;63,1;0,105131869;0,091262215
4;51;3x3;5;810;12;13;20,2;N;19,6;20,2;0,013273229;63,1;0,1298615;0,113005421
4;51;3x3;5;810;13;12;18,7;N;19,6;18,7;0,011309734;63,1;0,10395231;0,090219303
4;51;3x3;5;810;14;13;19,7;N;19,6;19,7;0,013273229;63,1;0,126454849;0,10998647
4;51;3x3;5;810;15;13;17,8;N;19,6;17,8;0,013273229;63,1;0,113558459;0,09857185
4;51;3x3;5;810;16;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;17;11,5;NA;N;19,6;18,25116238;0,010386891;63,1;0,094005467;0,081498322
4;51;3x3;5;810;18;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;19;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;20;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;21;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;22;11;NA;N;19,6;17,94315457;0,009503318;63,1;0,085384382;0,073952872
4;51;3x3;5;810;23;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;24;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;25;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;26;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;27;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;28;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;29;14,5;20,1;D;19,6;20,1;0,016512996;63,1;0,156515827;0,136397031
4;51;3x3;5;810;30;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;31;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;32;13;19,5;D;19,6;19,5;0,013273229;63,1;0,125093649;0,108780604
4;51;3x3;5;810;33;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;34;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;35;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;36;12,5;19,6;D;19,6;19,6;0,012271846;63,1;0,11739508;0,102039711
4;51;3x3;5;810;37;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;38;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;39;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;40;5;NA;N;19,6;11,21726618;0,001963495;63,1;0,012974329;0,011010064
4;51;3x3;5;810;41;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;42;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;43;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;44;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;45;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;46;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;47;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;48;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;49;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;50;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;51;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;52;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;53;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;54;13;19;D;19,6;19;0,013273229;63,1;0,121694366;0,105770307
4;51;3x3;5;810;55;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;56;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;57;11,5;NA;N;19,6;18,25116238;0,010386891;63,1;0,094005467;0,081498322
4;51;3x3;5;810;58;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;59;11;NA;N;19,6;17,94315457;0,009503318;63,1;0,085384382;0,073952872
4;51;3x3;5;810;60;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;61;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;62;11;NA;N;19,6;17,94315457;0,009503318;63,1;0,085384382;0,073952872
4;51;3x3;5;810;63;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;64;14;NA;N;19,6;19,51324386;0,015393804;63,1;0,142601055;0,124136565
4;51;3x3;5;810;65;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;66;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;67;12,5;19,8;D;19,6;19,8;0,012271846;63,1;0,11866599;0,103165079
4;51;3x3;5;810;68;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;69;11;NA;N;19,6;17,94315457;0,009503318;63,1;0,085384382;0,073952872
4;51;3x3;5;810;70;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;71;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;72;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;73;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;74;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;75;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;76;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;77;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;78;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;79;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;80;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;81;12;NA;N;19,6;18,53814533;0,011309734;63,1;0,102998283;0,089375958
4;51;3x3;5;810;82;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;83;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;84;13,5;NA;N;19,6;19,29221515;0,014313882;63,1;0,132163666;0,114965633
4;51;3x3;5;810;85;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;86;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;87;12,5;NA;N;19,6;18,80615345;0,012271846;63,1;0,112358369;0,09758205
4;51;3x3;5;810;88;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;89;13;NA;N;19,6;19,05698331;0,013273229;63,1;0,1220815;0,106113062
4;51;3x3;5;810;90;16;NA;N;19,6;20,27808149;0,020106193;63,1;0,187832774;0,163944954
2;45;3x3;7;810;1;15,5;24,5;N;24,4;24,5;0,018869191;66,06666667;0,221397787;0,194081608
2;45;3x3;7;810;2;15;24,1;N;24,4;24,1;0,017671459;66,06666667;0,204884753;0,179412395
2;45;3x3;7;810;3;11;21,5;N;24,4;21,5;0,009503318;66,06666667;0,102069515;0,088342229
2;45;3x3;7;810;4;15;23,9;N;24,4;23,9;0,017671459;66,06666667;0,203394468;0,178160119
2;45;3x3;7;810;5;16;24,8;D;24,4;24,8;0,020106193;66,06666667;0,237867139;0,208764723
2;45;3x3;7;810;7;13,5;22,8;N;24,4;22,8;0,014313882;66,06666667;0,159355937;0,13907394
2;45;3x3;7;810;8;13;22,9;N;24,4;22,9;0,013273229;66,06666667;0,148763222;0,129561003
2;45;3x3;7;810;9;14;24,9;N;24,4;24,9;0,015393804;66,06666667;0,184620527;0,160916058
2;45;3x3;7;810;10;14,5;24,3;N;24,4;24,3;0,016512996;66,06666667;0,193341069;0,168963426
2;45;3x3;7;810;11;15,5;23,9;N;24,4;23,9;0,018869191;66,06666667;0,216640648;0,190078737
2;45;3x3;7;810;12;16;24,8;D;24,4;24,8;0,020106193;66,06666667;0,237867139;0,208764723
2;45;3x3;7;810;13;16;24,1;N;24,4;24,1;0,020106193;66,06666667;0,231975032;0,20380066
2;45;3x3;7;810;14;13,5;23,1;N;24,4;23,1;0,014313882;66,06666667;0,161191311;0,140610414
2;45;3x3;7;810;15;15;24,4;N;24,4;24,4;0,017671459;66,06666667;0,207117311;0,18128771
2;45;3x3;7;810;16;15;24,9;N;24,4;24,9;0,017671459;66,06666667;0,210830708;0,184405095
2;45;3x3;7;810;17;15,5;24,8;N;24,4;24,8;0,018869191;66,06666667;0,223770924;0,196077164
2;45;3x3;7;810;18;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;19;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;20;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;21;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;22;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;23;15,5;23,7;D;24,4;23,7;0,018869191;66,06666667;0,215051661;0,188740901
2;45;3x3;7;810;24;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;25;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;26;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;27;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;28;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;29;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;30;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;31;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;32;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;33;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;34;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;35;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;36;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;37;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;38;12;NA;N;24,4;21,97052522;0,011309734;66,06666667;0,122982573;0,106831284
2;45;3x3;7;810;39;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;40;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;41;12,5;NA;N;24,4;22,38402517;0,012271846;66,06666667;0,135222947;0,117629646
2;45;3x3;7;810;42;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;43;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;44;13,5;NA;N;24,4;23,13844552;0,014313882;66,06666667;0,161426303;0,140807085
2;45;3x3;7;810;45;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;46;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;47;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;48;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;49;12;NA;N;24,4;21,97052522;0,011309734;66,06666667;0,122982573;0,106831284
2;45;3x3;7;810;50;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;51;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;52;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;53;14;NA;N;24,4;23,48339924;0,015393804;66,06666667;0,175386037;0,153185615
2;45;3x3;7;810;54;13,5;NA;N;24,4;23,13844552;0,014313882;66,06666667;0,161426303;0,140807085
2;45;3x3;7;810;55;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
2;45;3x3;7;810;56;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;57;14,5;NA;N;24,4;23,80918437;0,016512996;66,06666667;0,189915708;0,166090292
2;45;3x3;7;810;58;17;NA;N;24,4;25,1989643;0,022698007;66,06666667;0,271061118;0,238494863
2;45;3x3;7;810;59;16,5;NA;N;24,4;24,94895419;0,021382465;66,06666667;0,25370385;0,222964196
2;45;3x3;7;810;60;15,5;NA;N;24,4;24,40919872;0,018869191;66,06666667;0,220678799;0,193476845
2;45;3x3;7;810;61;13;NA;N;24,4;22,77262152;0,013273229;66,06666667;0,148038071;0,128955
2;45;3x3;7;810;62;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;63;16;NA;N;24,4;24,68603574;0,020106193;66,06666667;0,236909288;0,207958082
2;45;3x3;7;810;64;16,5;23,6;D;24,4;23,6;0,021382465;66,06666667;0,241645783;0,212786835
2;45;3x3;7;810;65;15;NA;N;24,4;24,11732693;0,017671459;66,06666667;0,205013791;0,179520808
