TALHAO;AREA_TALHAO;ESPAC;PARCELA;AREA_PARCELA;COVA;DAP;HT;OBS;AS;IDADE
4;51;3x3;5;810;78;12,5;NA;N;0,012271846;63,1
4;51;3x3;5;810;79;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;80;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;81;12;NA;N;0,011309734;63,1
4;51;3x3;5;810;82;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;83;12,5;NA;N;0,012271846;63,1
4;51;3x3;5;810;84;13,5;NA;N;0,014313882;63,1
4;51;3x3;5;810;85;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;86;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;87;12,5;NA;N;0,012271846;63,1
4;51;3x3;5;810;88;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;89;13;NA;N;0,013273229;63,1
4;51;3x3;5;810;90;16;NA;N;0,020106193;63,1
2;45;3x3;7;810;1;15,5;24,5;N;0,018869191;66,06666667
2;45;3x3;7;810;2;15;24,1;N;0,017671459;66,06666667
2;45;3x3;7;810;3;11;21,5;N;0,009503318;66,06666667
2;45;3x3;7;810;4;15;23,9;N;0,017671459;66,06666667
2;45;3x3;7;810;5;16;24,8;D;0,020106193;66,06666667
2;45;3x3;7;810;7;13,5;22,8;N;0,014313882;66,06666667
2;45;3x3;7;810;8;13;22,9;N;0,013273229;66,06666667
2;45;3x3;7;810;9;14;24,9;N;0,015393804;66,06666667
2;45;3x3;7;810;10;14,5;24,3;N;0,016512996;66,06666667
2;45;3x3;7;810;11;15,5;23,9;N;0,018869191;66,06666667
2;45;3x3;7;810;12;16;24,8;D;0,020106193;66,06666667
2;45;3x3;7;810;13;16;24,1;N;0,020106193;66,06666667
2;45;3x3;7;810;14;13,5;23,1;N;0,014313882;66,06666667
2;45;3x3;7;810;15;15;24,4;N;0,017671459;66,06666667
2;45;3x3;7;810;16;15;24,9;N;0,017671459;66,06666667
2;45;3x3;7;810;17;15,5;24,8;N;0,018869191;66,06666667
2;45;3x3;7;810;18;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;19;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;20;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;21;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;22;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;23;15,5;23,7;D;0,018869191;66,06666667
2;45;3x3;7;810;24;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;25;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;26;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;27;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;28;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;29;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;30;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;31;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;32;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;33;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;34;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;35;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;36;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;37;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;38;12;NA;N;0,011309734;66,06666667
2;45;3x3;7;810;39;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;40;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;41;12,5;NA;N;0,012271846;66,06666667
2;45;3x3;7;810;42;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;43;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;44;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;7;810;45;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;46;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;47;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;48;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;49;12;NA;N;0,011309734;66,06666667
2;45;3x3;7;810;50;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;51;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;52;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;53;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;54;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;7;810;55;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;56;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;57;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;58;17;NA;N;0,022698007;66,06666667
2;45;3x3;7;810;59;16,5;NA;N;0,021382465;66,06666667
2;45;3x3;7;810;60;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;61;13;NA;N;0,013273229;66,06666667
2;45;3x3;7;810;62;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;63;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;64;16,5;23,6;D;0,021382465;66,06666667
2;45;3x3;7;810;65;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;66;13;NA;N;0,013273229;66,06666667
2;45;3x3;7;810;67;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;68;10;NA;N;0,007853982;66,06666667
2;45;3x3;7;810;69;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;70;16,5;NA;N;0,021382465;66,06666667
2;45;3x3;7;810;71;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;72;13;NA;N;0,013273229;66,06666667
2;45;3x3;7;810;73;14;NA;N;0,015393804;66,06666667
2;45;3x3;7;810;74;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;75;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;76;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;7;810;77;17;25,1;D;0,022698007;66,06666667
2;45;3x3;7;810;78;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;79;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;80;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;81;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;7;810;82;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;83;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;84;13;NA;N;0,013273229;66,06666667
2;45;3x3;7;810;85;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;86;16;NA;N;0,020106193;66,06666667
2;45;3x3;7;810;87;13;NA;N;0,013273229;66,06666667
2;45;3x3;7;810;88;15;NA;N;0,017671459;66,06666667
2;45;3x3;7;810;89;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;7;810;90;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;1;15;23,7;D;0,017671459;66,06666667
2;45;3x3;8;810;2;16;24,4;N;0,020106193;66,06666667
2;45;3x3;8;810;3;14,5;24,5;D;0,016512996;66,06666667
2;45;3x3;8;810;4;15,5;24,3;D;0,018869191;66,06666667
2;45;3x3;8;810;5;16;24,2;D;0,020106193;66,06666667
2;45;3x3;8;810;6;13,5;23,3;N;0,014313882;66,06666667
2;45;3x3;8;810;7;14,5;23,1;D;0,016512996;66,06666667
2;45;3x3;8;810;8;15,5;23,4;N;0,018869191;66,06666667
2;45;3x3;8;810;9;14;22,8;N;0,015393804;66,06666667
2;45;3x3;8;810;10;13;22,3;N;0,013273229;66,06666667
2;45;3x3;8;810;11;16;23,1;N;0,020106193;66,06666667
2;45;3x3;8;810;12;13;23,3;N;0,013273229;66,06666667
2;45;3x3;8;810;13;14;22,4;N;0,015393804;66,06666667
2;45;3x3;8;810;14;15;23,6;N;0,017671459;66,06666667
2;45;3x3;8;810;15;13,5;22,7;N;0,014313882;66,06666667
2;45;3x3;8;810;16;15,5;23,1;N;0,018869191;66,06666667
2;45;3x3;8;810;17;12;23,5;N;0,011309734;66,06666667
2;45;3x3;8;810;18;14;23,3;N;0,015393804;66,06666667
2;45;3x3;8;810;19;16;23,5;N;0,020106193;66,06666667
2;45;3x3;8;810;20;15;24,5;N;0,017671459;66,06666667
2;45;3x3;8;810;21;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;22;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;23;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;24;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;25;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;26;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;27;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;28;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;29;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;8;810;30;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;31;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;32;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;33;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;34;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;35;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;36;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;37;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;38;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;39;12,5;NA;N;0,012271846;66,06666667
2;45;3x3;8;810;40;13;NA;N;0,013273229;66,06666667
2;45;3x3;8;810;41;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;42;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;43;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;8;810;44;12;NA;N;0,011309734;66,06666667
2;45;3x3;8;810;45;13;NA;N;0,013273229;66,06666667
2;45;3x3;8;810;46;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;47;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;48;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;49;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;50;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;51;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;52;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;53;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;54;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;55;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;56;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;57;13;NA;N;0,013273229;66,06666667
2;45;3x3;8;810;58;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;59;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;60;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;8;810;61;12,5;NA;N;0,012271846;66,06666667
2;45;3x3;8;810;62;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;63;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;64;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;65;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;66;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;67;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;68;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;69;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;70;13;NA;N;0,013273229;66,06666667
2;45;3x3;8;810;71;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;72;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;73;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;74;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;75;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;76;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;77;14,5;NA;N;0,016512996;66,06666667
2;45;3x3;8;810;78;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;79;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;80;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;81;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;82;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;83;16;NA;N;0,020106193;66,06666667
2;45;3x3;8;810;84;15;NA;N;0,017671459;66,06666667
2;45;3x3;8;810;85;13;NA;N;0,013273229;66,06666667
2;45;3x3;8;810;86;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;8;810;87;15,5;NA;N;0,018869191;66,06666667
2;45;3x3;8;810;88;14;NA;N;0,015393804;66,06666667
2;45;3x3;8;810;89;13,5;NA;N;0,014313882;66,06666667
2;45;3x3;8;810;90;15;NA;N;0,017671459;66,06666667
4;51;3x3;9;810;1;13;20,5;N;0,013273229;65,13333333
4;51;3x3;9;810;2;13;21;N;0,013273229;65,13333333
4;51;3x3;9;810;3;15;21,8;N;0,017671459;65,13333333
4;51;3x3;9;810;4;14;21,4;N;0,015393804;65,13333333
4;51;3x3;9;810;5;12;18,8;N;0,011309734;65,13333333
4;51;3x3;9;810;6;14;21,4;N;0,015393804;65,13333333
4;51;3x3;9;810;7;12,5;21;N;0,012271846;65,13333333
4;51;3x3;9;810;8;13;21,3;N;0,013273229;65,13333333
4;51;3x3;9;810;9;7,5;17,1;N;0,004417865;65,13333333
4;51;3x3;9;810;10;15,5;21;N;0,018869191;65,13333333
4;51;3x3;9;810;11;14;21;N;0,015393804;65,13333333
4;51;3x3;9;810;12;11,5;19,6;N;0,010386891;65,13333333
4;51;3x3;9;810;13;12;19;N;0,011309734;65,13333333
4;51;3x3;9;810;15;13,5;21,1;N;0,014313882;65,13333333
4;51;3x3;9;810;16;12,5;20,3;N;0,012271846;65,13333333
4;51;3x3;9;810;17;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;18;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;9;810;19;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;20;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;21;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;22;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;23;10;NA;N;0,007853982;65,13333333
4;51;3x3;9;810;24;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;25;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;26;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;27;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;28;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;29;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;30;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;31;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;32;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;33;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;34;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;35;11,5;NA;N;0,010386891;65,13333333
4;51;3x3;9;810;36;15;22,3;D;0,017671459;65,13333333
4;51;3x3;9;810;37;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;38;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;39;14;22,1;D;0,015393804;65,13333333
4;51;3x3;9;810;40;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;9;810;41;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;42;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;43;16;NA;N;0,020106193;65,13333333
4;51;3x3;9;810;44;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;45;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;46;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;9;810;47;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;48;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;49;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;50;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;51;11;NA;N;0,009503318;65,13333333
4;51;3x3;9;810;52;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;53;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;54;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;55;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;56;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;57;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;58;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;59;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;9;810;60;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;61;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;62;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;63;15;22,5;D;0,017671459;65,13333333
4;51;3x3;9;810;64;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;65;14;13,6;D;0,015393804;65,13333333
4;51;3x3;9;810;66;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;67;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;68;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;69;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;70;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;71;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;72;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;73;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;9;810;74;14,5;23,1;D;0,016512996;65,13333333
4;51;3x3;9;810;75;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;76;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;77;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;9;810;78;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;79;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;80;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;81;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;82;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;83;12;NA;N;0,011309734;65,13333333
4;51;3x3;9;810;84;13;NA;N;0,013273229;65,13333333
4;51;3x3;9;810;85;14;NA;N;0,015393804;65,13333333
4;51;3x3;9;810;86;15;NA;N;0,017671459;65,13333333
4;51;3x3;9;810;87;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;88;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;9;810;89;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;9;810;90;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;1;15,5;22,2;N;0,018869191;65,13333333
4;51;3x3;10;810;2;12,5;21,2;N;0,012271846;65,13333333
4;51;3x3;10;810;3;15;21,3;N;0,017671459;65,13333333
4;51;3x3;10;810;4;14;21,6;N;0,015393804;65,13333333
4;51;3x3;10;810;5;11,5;20,9;N;0,010386891;65,13333333
4;51;3x3;10;810;6;16;22,7;N;0,020106193;65,13333333
4;51;3x3;10;810;7;14;21,6;N;0,015393804;65,13333333
4;51;3x3;10;810;8;13;21,7;N;0,013273229;65,13333333
4;51;3x3;10;810;9;14;21,8;N;0,015393804;65,13333333
4;51;3x3;10;810;10;13,5;21,6;N;0,014313882;65,13333333
4;51;3x3;10;810;11;14;21,5;N;0,015393804;65,13333333
4;51;3x3;10;810;12;13;21,6;N;0,013273229;65,13333333
4;51;3x3;10;810;13;13;21,6;N;0,013273229;65,13333333
4;51;3x3;10;810;14;13;21,5;N;0,013273229;65,13333333
4;51;3x3;10;810;15;14;22,2;N;0,015393804;65,13333333
4;51;3x3;10;810;16;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;10;810;17;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;10;810;18;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;19;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;20;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;21;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;22;15,5;22,6;D;0,018869191;65,13333333
4;51;3x3;10;810;23;15;20,9;D;0,017671459;65,13333333
4;51;3x3;10;810;24;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;25;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;26;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;27;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;28;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;29;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;30;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;31;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;32;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;33;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;34;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;35;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;36;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;10;810;37;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;38;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;10;810;39;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;40;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;41;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;42;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;10;810;43;16;NA;N;0,020106193;65,13333333
4;51;3x3;10;810;44;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;45;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;46;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;47;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;48;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;49;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;50;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;51;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;10;810;52;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;10;810;53;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;54;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;55;15,5;21;D;0,018869191;65,13333333
4;51;3x3;10;810;56;16;NA;N;0,020106193;65,13333333
4;51;3x3;10;810;57;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;58;15;21,8;D;0,017671459;65,13333333
4;51;3x3;10;810;59;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;60;11;NA;N;0,009503318;65,13333333
4;51;3x3;10;810;61;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;62;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;10;810;63;12;NA;N;0,011309734;65,13333333
4;51;3x3;10;810;64;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;65;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;66;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;10;810;67;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;68;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;69;9,5;NA;N;0,007088218;65,13333333
4;51;3x3;10;810;70;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;71;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;72;12;NA;N;0,011309734;65,13333333
4;51;3x3;10;810;73;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;74;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;75;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;76;15;22,1;D;0,017671459;65,13333333
4;51;3x3;10;810;77;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;78;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;79;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;80;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;81;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;82;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;83;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;84;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;85;14;NA;N;0,015393804;65,13333333
4;51;3x3;10;810;86;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;87;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;10;810;88;13;NA;N;0,013273229;65,13333333
4;51;3x3;10;810;89;15;NA;N;0,017671459;65,13333333
4;51;3x3;10;810;90;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;1;13,5;21,3;N;0,014313882;65,13333333
4;51;3x3;11;810;2;14;22,1;N;0,015393804;65,13333333
4;51;3x3;11;810;3;13;20,9;N;0,013273229;65,13333333
4;51;3x3;11;810;4;14;21,7;N;0,015393804;65,13333333
4;51;3x3;11;810;5;14;22;N;0,015393804;65,13333333
4;51;3x3;11;810;6;14;20;N;0,015393804;65,13333333
4;51;3x3;11;810;7;13;20,2;N;0,013273229;65,13333333
4;51;3x3;11;810;8;13;20,2;N;0,013273229;65,13333333
4;51;3x3;11;810;9;13;21;N;0,013273229;65,13333333
4;51;3x3;11;810;10;14;21,4;N;0,015393804;65,13333333
4;51;3x3;11;810;11;15;22,3;N;0,017671459;65,13333333
4;51;3x3;11;810;12;14;21,8;N;0,015393804;65,13333333
4;51;3x3;11;810;13;15;22,3;N;0,017671459;65,13333333
4;51;3x3;11;810;14;14,5;22;N;0,016512996;65,13333333
4;51;3x3;11;810;15;14;21,2;N;0,015393804;65,13333333
4;51;3x3;11;810;16;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;17;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;11;810;18;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;11;810;19;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;11;810;20;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;21;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;22;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;11;810;23;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;11;810;24;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;25;14;21,9;D;0,015393804;65,13333333
4;51;3x3;11;810;26;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;27;12;NA;N;0,011309734;65,13333333
4;51;3x3;11;810;28;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;29;14,5;NA;N;0,016512996;65,13333333
4;51;3x3;11;810;30;14,5;22,1;D;0,016512996;65,13333333
4;51;3x3;11;810;31;11,5;NA;N;0,010386891;65,13333333
4;51;3x3;11;810;32;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;33;12,5;NA;N;0,012271846;65,13333333
4;51;3x3;11;810;34;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;35;14;NA;N;0,015393804;65,13333333
4;51;3x3;11;810;36;15,5;NA;N;0,018869191;65,13333333
4;51;3x3;11;810;37;13,5;NA;N;0,014313882;65,13333333
4;51;3x3;11;810;38;15;NA;N;0,017671459;65,13333333
4;51;3x3;11;810;40;14;22,5;D;0,015393804;65,13333333
4;51;3x3;11;810;41;13;NA;N;0,013273229;65,13333333
4;51;3x3;11;810;42;12;NA;N;0,011309734;65,13333333
